Source_Object_Type,Source_Object,Azure_PostgreSQL_Object_Type,Azure_PostgreSQL_Object,Status,Action_Required,Error_Message
INDEX,CONTOSO.IX_GEN_STG_015,INDEX,contoso.ix_gen_stg_015,Converted,no,
INDEX,CONTOSO.IX_GEN_STG_016,INDEX,contoso.ix_gen_stg_016,Converted,no,
INDEX,CONTOSO.IX_GEN_STG_017,INDEX,contoso.ix_gen_stg_017,Converted,no,
INDEX,CONTOSO.IX_GEN_STG_018,INDEX,contoso.ix_gen_stg_018,Converted,no,
INDEX,CONTOSO.IX_GEN_STG_019,INDEX,contoso.ix_gen_stg_019,Converted,no,
INDEX,CONTOSO.IX_GEN_STG_020,INDEX,contoso.ix_gen_stg_020,Converted,no,
INDEX,CONTOSO.IX_GEN_STG_021,INDEX,contoso.ix_gen_stg_021,Converted,no,
INDEX,CONTOSO.IX_GEN_STG_022,INDEX,contoso.ix_gen_stg_022,Converted,no,
INDEX,CONTOSO.IX_GEN_STG_023,INDEX,contoso.ix_gen_stg_023,Converted,no,
INDEX,CONTOSO.IX_GEN_STG_024,INDEX,contoso.ix_gen_stg_024,Converted,no,
INDEX,CONTOSO.IX_GEN_STG_025,INDEX,contoso.ix_gen_stg_025,Converted,no,
INDEX,CONTOSO.IX_GEN_STG_026,INDEX,contoso.ix_gen_stg_026,Converted,no,
INDEX,CONTOSO.IX_GEN_STG_027,INDEX,contoso.ix_gen_stg_027,Converted,no,
INDEX,CONTOSO.IX_GEN_STG_028,INDEX,contoso.ix_gen_stg_028,Converted,no,
INDEX,CONTOSO.IX_GEN_STG_029,INDEX,contoso.ix_gen_stg_029,Converted,no,
INDEX,CONTOSO.IX_GEN_STG_030,INDEX,contoso.ix_gen_stg_030,Converted,no,
INDEX,CONTOSO.IX_GLACCOUNT_PARENT,INDEX,contoso.ix_glaccount_parent,Converted,no,
INDEX,CONTOSO.IX_GLLINE_ACCOUNT,INDEX,contoso.ix_glline_account,Converted,no,
INDEX,CONTOSO.IX_GLLINE_STORE,INDEX,contoso.ix_glline_store,Converted,no,
INDEX,CONTOSO.IX_GL_ACCOUNT_NAME,INDEX,contoso.ix_gl_account_name,Converted,no,
INDEX,CONTOSO.IX_GR_PO_LINE,INDEX,contoso.ix_gr_po_line,Converted,no,
INDEX,CONTOSO.IX_GR_WAREHOUSE,INDEX,contoso.ix_gr_warehouse,Converted,no,
INDEX,CONTOSO.IX_INVLOC_PARENT,INDEX,contoso.ix_invloc_parent,Converted,no,
INDEX,CONTOSO.IX_INVLOC_STORE,INDEX,contoso.ix_invloc_store,Converted,no,
INDEX,CONTOSO.IX_INVLOC_WAREHOUSE,INDEX,contoso.ix_invloc_warehouse,Converted,no,
INDEX,CONTOSO.IX_JOB_RUN_LOOKUP,INDEX,contoso.ix_job_run_lookup,Converted,no,
INDEX,CONTOSO.IX_JOURNAL_PERIOD,INDEX,contoso.ix_journal_period,Converted,no,
INDEX,CONTOSO.IX_JOURNAL_REVERSAL,INDEX,contoso.ix_journal_reversal,Converted,no,
INDEX,CONTOSO.IX_LOYALTYTXN_ACCOUNT_LOCAL,INDEX,contoso.ix_loyaltytxn_account_local,Converted,no,
INDEX,CONTOSO.IX_LOYALTY_TIER,INDEX,contoso.ix_loyalty_tier,Converted,no,
INDEX,CONTOSO.IX_MOVEMENT_TS_DESC,INDEX,contoso.ix_movement_ts_desc,Converted,no,
INDEX,CONTOSO.IX_MOVE_VARIANT_LOCAL,INDEX,contoso.ix_move_variant_local,Not-Converted,yes,"Implement this object manually. Deployable Azure PostgreSQL code could not be generated, so the object is not included in the deployment script. Correct the Oracle source and run conversion again, or implement the Azure PostgreSQL code manually, test it, and deploy it separately. Reference: CVT-364"
INDEX,CONTOSO.IX_MV_PROMOTION_UPLIFT,INDEX,contoso.ix_mv_promotion_uplift,Not-Converted,yes,"Convert the required dependency first. Azure PostgreSQL code passed the compilation check, but this object is not included in the deployment script because it depends on a temporary version of the required dependency. Convert the dependency, then run conversion again and confirm that this object is included. Reference: CVT-242"
INDEX,CONTOSO.IX_MV_SALES_DAILY_STORE,INDEX,contoso.ix_mv_sales_daily_store,Not-Converted,yes,"Resolve the required dependency and review the generated code. Best-effort Azure PostgreSQL code was generated, but this object is not included in the deployment script because the required dependency is not ready. Resolve the dependency, then either run conversion again and confirm inclusion or correct the Azure PostgreSQL code, test it, and deploy it separately. Running conversion again replaces any edits you make to the generated code. Reference: CVT-146"
INDEX,CONTOSO.IX_MV_SALES_MONTHLY_CAT,INDEX,contoso.ix_mv_sales_monthly_cat,Not-Converted,yes,"Resolve the required dependency and review the generated code. Best-effort Azure PostgreSQL code was generated, but this object is not included in the deployment script because the required dependency is not ready. Resolve the dependency, then either run conversion again and confirm inclusion or correct the Azure PostgreSQL code, test it, and deploy it separately. Running conversion again replaces any edits you make to the generated code. Reference: CVT-146"
INDEX,CONTOSO.IX_MV_SUPPLIER_PERF,INDEX,contoso.ix_mv_supplier_perf,Converted,no,
INDEX,CONTOSO.IX_PAYMENT_ORDER,INDEX,contoso.ix_payment_order,Converted,no,
INDEX,CONTOSO.IX_PLI_LOOKUP,INDEX,contoso.ix_pli_lookup,Converted,no,
INDEX,CONTOSO.IX_PLI_TAX_RATE,INDEX,contoso.ix_pli_tax_rate,Converted,no,
INDEX,CONTOSO.IX_PLI_VARIANT,INDEX,contoso.ix_pli_variant,Converted,no,
INDEX,CONTOSO.IX_POL_VARIANT,INDEX,contoso.ix_pol_variant,Converted,no,
INDEX,CONTOSO.IX_PO_SUPPLIER,INDEX,contoso.ix_po_supplier,Converted,no,
INDEX,CONTOSO.IX_PO_WAREHOUSE,INDEX,contoso.ix_po_warehouse,Converted,no,
INDEX,CONTOSO.IX_PRICELIST_COUNTRY,INDEX,contoso.ix_pricelist_country,Converted,no,
INDEX,CONTOSO.IX_PRICE_LIST_WINDOW,INDEX,contoso.ix_price_list_window,Converted,no,
INDEX,CONTOSO.IX_PRODUCT_BRAND,INDEX,contoso.ix_product_brand,Converted,no,
INDEX,CONTOSO.IX_PRODUCT_CATEGORY,INDEX,contoso.ix_product_category,Converted,no,
INDEX,CONTOSO.IX_PROMOPROD_VARIANT,INDEX,contoso.ix_promoprod_variant,Converted,no,
INDEX,CONTOSO.IX_REGION_COUNTRY,INDEX,contoso.ix_region_country,Converted,no,
INDEX,CONTOSO.IX_REGION_MANAGER,INDEX,contoso.ix_region_manager,Converted,no,
INDEX,CONTOSO.IX_REGION_PARENT,INDEX,contoso.ix_region_parent,Converted,no,
INDEX,CONTOSO.IX_RETLINE_ORDER_LINE,INDEX,contoso.ix_retline_order_line,Converted,no,
INDEX,CONTOSO.IX_RETLINE_REASON,INDEX,contoso.ix_retline_reason,Converted,no,
INDEX,CONTOSO.IX_RETURN_CUSTOMER,INDEX,contoso.ix_return_customer,Converted,no,
INDEX,CONTOSO.IX_RETURN_ORDER,INDEX,contoso.ix_return_order,Converted,no,
INDEX,CONTOSO.IX_SALES_ORDER_TS_DESC,INDEX,contoso.ix_sales_order_ts_desc,Not-Converted,yes,"Convert the required dependency first. Azure PostgreSQL code was generated, but this object is not included in the deployment script because it depends on a temporary version of the required dependency. Convert the dependency, then run conversion again and confirm that this object is included. Reference: CVT-241"
INDEX,CONTOSO.IX_SHIPLINE_ORDER_LINE,INDEX,contoso.ix_shipline_order_line,Converted,no,
INDEX,CONTOSO.IX_SHIPMENT_CARRIER,INDEX,contoso.ix_shipment_carrier,Converted,no,
INDEX,CONTOSO.IX_SHIPMENT_ORDER,INDEX,contoso.ix_shipment_order,Converted,no,
INDEX,CONTOSO.IX_SOL_LINE_LOOKUP,INDEX,contoso.ix_sol_line_lookup,Not-Converted,yes,"Resolve the required dependency and review the generated code. Best-effort Azure PostgreSQL code was generated, but this object is not included in the deployment script because the required dependency is not ready. Resolve the dependency, then either run conversion again and confirm inclusion or correct the Azure PostgreSQL code, test it, and deploy it separately. Running conversion again replaces any edits you make to the generated code. Reference: CVT-146"
INDEX,CONTOSO.IX_SOL_VARIANT,INDEX,contoso.ix_sol_variant,Not-Converted,yes,"Convert the required dependency first. Azure PostgreSQL code was generated, but this object is not included in the deployment script because it depends on a temporary version of the required dependency. Convert the dependency, then run conversion again and confirm that this object is included. Reference: CVT-241"
INDEX,CONTOSO.IX_SO_CUSTOMER,INDEX,contoso.ix_so_customer,Not-Converted,yes,"Convert the required dependency first. Azure PostgreSQL code was generated, but this object is not included in the deployment script because it depends on a temporary version of the required dependency. Convert the dependency, then run conversion again and confirm that this object is included. Reference: CVT-241"
INDEX,CONTOSO.IX_SO_CUSTOMER_TS,INDEX,contoso.ix_so_customer_ts,Not-Converted,yes,"Convert the required dependency first. Azure PostgreSQL code was generated, but this object is not included in the deployment script because it depends on a temporary version of the required dependency. Convert the dependency, then run conversion again and confirm that this object is included. Reference: CVT-241"
INDEX,CONTOSO.IX_SO_STORE,INDEX,contoso.ix_so_store,Not-Converted,yes,"Convert the required dependency first. Azure PostgreSQL code was generated, but this object is not included in the deployment script because it depends on a temporary version of the required dependency. Convert the dependency, then run conversion again and confirm that this object is included. Reference: CVT-241"
INDEX,CONTOSO.IX_SO_STORE_TS,INDEX,contoso.ix_so_store_ts,Not-Converted,yes,"Convert the required dependency first. Azure PostgreSQL code was generated, but this object is not included in the deployment script because it depends on a temporary version of the required dependency. Convert the dependency, then run conversion again and confirm that this object is included. Reference: CVT-241"
INDEX,CONTOSO.IX_SP_VARIANT,INDEX,contoso.ix_sp_variant,Converted,no,
INDEX,CONTOSO.IX_STOCK_REORDER,INDEX,contoso.ix_stock_reorder,Converted,no,
INDEX,CONTOSO.IX_STOCK_VARIANT,INDEX,contoso.ix_stock_variant,Converted,no,
INDEX,CONTOSO.IX_STORE_ADDRESS,INDEX,contoso.ix_store_address,Not-Converted,yes,"Convert the required dependency first. Azure PostgreSQL code was generated, but this object is not included in the deployment script because it depends on a temporary version of the required dependency. Convert the dependency, then run conversion again and confirm that this object is included. Reference: CVT-241"
INDEX,CONTOSO.IX_STORE_MANAGER,INDEX,contoso.ix_store_manager,Not-Converted,yes,"Convert the required dependency first. Azure PostgreSQL code was generated, but this object is not included in the deployment script because it depends on a temporary version of the required dependency. Convert the dependency, then run conversion again and confirm that this object is included. Reference: CVT-241"
INDEX,CONTOSO.IX_STORE_REGION,INDEX,contoso.ix_store_region,Not-Converted,yes,"Convert the required dependency first. Azure PostgreSQL code was generated, but this object is not included in the deployment script because it depends on a temporary version of the required dependency. Convert the dependency, then run conversion again and confirm that this object is included. Reference: CVT-241"
INDEX,CONTOSO.IX_SUPPLIER_ADDRESS,INDEX,contoso.ix_supplier_address,Converted,no,
INDEX,CONTOSO.IX_SUPPLIER_PRODUCT_SOURCE,INDEX,contoso.ix_supplier_product_source,Converted,no,
INDEX,CONTOSO.IX_VARIANT_PRODUCT,INDEX,contoso.ix_variant_product,Converted,no,
INDEX,CONTOSO.IX_WAREHOUSE_REGION,INDEX,contoso.ix_warehouse_region,Converted,no,
INDEX,CONTOSO.UQ_MV_CUSTOMER_RFM,INDEX,contoso.uq_mv_customer_rfm,Converted,no,
INDEX,CONTOSO.UQ_MV_STOCK_POSITION,INDEX,contoso.uq_mv_stock_position,Converted,no,
MATERIALIZED_VIEW,CONTOSO.MV_CUSTOMER_RFM,MATERIALIZED_VIEW,contoso.mv_customer_rfm,Converted,no,
MATERIALIZED_VIEW,CONTOSO.MV_PROMOTION_UPLIFT,MATERIALIZED_VIEW,contoso.if,Not-Converted,yes,"Convert the required dependency first. Azure PostgreSQL code passed the compilation check, but this object is not included in the deployment script because it depends on a temporary version of the required dependency. Convert the dependency, then run conversion again and confirm that this object is included. Reference: CVT-242"
MATERIALIZED_VIEW,CONTOSO.MV_SALES_DAILY_STORE,MATERIALIZED_VIEW,contoso.mv_sales_daily_store,Not-Converted,yes,"Review and correct the generated code. Best-effort Azure PostgreSQL code was generated, but it is not included in the deployment script and its behavior is unverified. Compare it with the source, correct it, and test it before deploying separately. Reference: CVT-366"
MATERIALIZED_VIEW,CONTOSO.MV_SALES_MONTHLY_CATEGORY,INDEX,contoso.ix_mv_sales_monthly_category_dim,Not-Converted,yes,"Review and correct the generated code. Best-effort Azure PostgreSQL code was generated, but it is not included in the deployment script and its behavior is unverified. Compare it with the source, correct it, and test it before deploying separately. Reference: CVT-366"
MATERIALIZED_VIEW,CONTOSO.MV_STOCK_POSITION,MATERIALIZED_VIEW,contoso.mv_stock_position,Converted,no,
MATERIALIZED_VIEW,CONTOSO.MV_SUPPLIER_PERFORMANCE,MATERIALIZED_VIEW,contoso.mv_supplier_performance,Converted,no,
PACKAGE_BODY,CONTOSO.PKG_AUDIT,PACKAGE_BODY,contoso.pkg_audit,Not-Converted,yes,"Verify that the functionality is present. Deployable Azure PostgreSQL code could not be generated for this object, and it has no separate entry in the deployment script. Check whether the related object contains its functionality; if it does not, implement the missing Azure PostgreSQL behavior, test it, and deploy it separately. Reference: CVT-124"
FUNCTION,CONTOSO.PKG_AUDIT.audit_count,FUNCTION,contoso.pkg_audit$audit_count(),Not-Converted,yes,"Review and correct the generated code. Best-effort Azure PostgreSQL code was generated, but it is not included in the deployment script and its behavior is unverified. Compare it with the source, correct it, and test it before deploying separately. Reference: CVT-366"
PROCEDURE,CONTOSO.PKG_AUDIT.purge_before,FUNCTION,contoso.pkg_audit$purge_before(),Not-Converted,yes,"Review and correct the generated code. Best-effort Azure PostgreSQL code was generated, but it is not included in the deployment script and its behavior is unverified. Compare it with the source, correct it, and test it before deploying separately. Reference: CVT-366"
PROCEDURE,CONTOSO.PKG_AUDIT.write_audit,FUNCTION,"contoso.pkg_audit$write_audit(p_table_name varchar, p_pk_value varchar, p_action varchar, p_old_row text, p_new_row text)",Not-Converted,yes,"Review and correct the generated code. Best-effort Azure PostgreSQL code was generated, but it is not included in the deployment script and its behavior is unverified. Compare it with the source, correct it, and test it before deploying separately. Reference: CVT-366"
PROCEDURE,CONTOSO.PKG_AUDIT.write_audit,FUNCTION,"contoso.pkg_audit$write_audit(p_table_name varchar, p_pk_value varchar, p_action varchar)",Not-Converted,yes,"Review and correct the generated code. Best-effort Azure PostgreSQL code was generated, but it is not included in the deployment script and its behavior is unverified. Compare it with the source, correct it, and test it before deploying separately. Reference: CVT-366"
PROCEDURE,CONTOSO.PKG_AUDIT.write_audit,FUNCTION,"contoso.pkg_audit$write_audit(p_table_name varchar, p_pk_value varchar, p_action varchar, p_old_row varchar, p_new_row varchar)",Not-Converted,yes,"Review and correct the generated code. Best-effort Azure PostgreSQL code was generated, but it is not included in the deployment script and its behavior is unverified. Compare it with the source, correct it, and test it before deploying separately. Reference: CVT-366"
PACKAGE_BODY,CONTOSO.PKG_CATALOG,PACKAGE_BODY,contoso.pkg_catalog,Converted,no,"Verify the related object. Azure PostgreSQL code was generated for this object, but this type of object does not get its own entry in the deployment script. Confirm that its behavior is present in the related object and test that object with representative data. Reference: CVT-121"
PACKAGE_STATE,CONTOSO.PKG_CATALOG.__state__,FUNCTION,contoso.ora_sqlcode(),Converted,no,
PACKAGE_STATE,CONTOSO.PKG_CATALOG.__state__,FUNCTION,contoso.pkg_catalog$e_duplicate_sku(),Converted,no,
PACKAGE_STATE,CONTOSO.PKG_CATALOG.__state__,FUNCTION,contoso.pkg_catalog$e_unknown_category(),Converted,no,
FUNCTION,CONTOSO.PKG_CATALOG.add_product,FUNCTION,"contoso.pkg_catalog$add_product(p_sku varchar, p_name varchar, p_category_code varchar, p_brand_code varchar, p_list_price numeric, p_unit_cost numeric)",Not-Converted,yes,"Convert the required dependency first. Azure PostgreSQL code passed the compilation check, but this object is not included in the deployment script because it depends on a temporary version of the required dependency. Convert the dependency, then run conversion again and confirm that this object is included. Reference: CVT-242"
FUNCTION,CONTOSO.PKG_CATALOG.add_product,FUNCTION,"contoso.pkg_catalog$add_product(p_sku varchar, p_name varchar, p_category_id numeric)",Not-Converted,yes,"Convert the required dependency first. Azure PostgreSQL code passed the compilation check, but this object is not included in the deployment script because it depends on a temporary version of the required dependency. Convert the dependency, then run conversion again and confirm that this object is included. Reference: CVT-242"
PROCEDURE,CONTOSO.PKG_CATALOG.add_product,PROCEDURE,contoso.pkg_catalog$add_product(),Converted,no,
FUNCTION,CONTOSO.PKG_CATALOG.add_product,FUNCTION,"contoso.pkg_catalog$add_product(p_sku varchar, p_name varchar, p_category_code varchar, p_attributes contoso.t_product_attr_tab)",Not-Converted,yes,"Convert the required dependency first. Azure PostgreSQL code passed the compilation check, but this object is not included in the deployment script because it depends on a temporary version of the required dependency. Convert the dependency, then run conversion again and confirm that this object is included. Reference: CVT-242"
FUNCTION,CONTOSO.PKG_CATALOG.add_product,FUNCTION,"contoso.pkg_catalog$add_product(p_sku varchar, p_name varchar, p_category_code varchar)",Not-Converted,no,"Convert the required dependency first. Azure PostgreSQL code passed the compilation check, but this object is not included in the deployment script because it depends on a temporary version of the required dependency. Convert the dependency, then run conversion again and confirm that this object is included. Reference: CVT-242"
FUNCTION,CONTOSO.PKG_CATALOG.category_depth,FUNCTION,contoso.pkg_catalog$category_depth(),Converted,yes,
FUNCTION,CONTOSO.PKG_CATALOG.category_id_for,FUNCTION,contoso.pkg_catalog$category_id_for(),Converted,no,
FUNCTION,CONTOSO.PKG_CATALOG.category_path,FUNCTION,contoso.pkg_catalog$category_path(),Converted,yes,
FUNCTION,CONTOSO.PKG_CATALOG.leaf_categories,FUNCTION,contoso.pkg_catalog$leaf_categories(),Converted,yes,
PROCEDURE,CONTOSO.PKG_CATALOG.retire_sku,PROCEDURE,contoso.pkg_catalog$retire_sku(),Not-Converted,yes,"Convert the required dependency first. Azure PostgreSQL code passed the compilation check, but this object is not included in the deployment script because it depends on a temporary version of the required dependency. Convert the dependency, then run conversion again and confirm that this object is included. Reference: CVT-242"
FUNCTION,CONTOSO.PKG_CATALOG.spec_attribute,FUNCTION,contoso.pkg_catalog$spec_attribute(),Converted,yes,
PACKAGE_BODY,CONTOSO.PKG_ERROR,PACKAGE_BODY,contoso.pkg_error,Converted,no,"Verify the related object. Azure PostgreSQL code was generated for this object, but this type of object does not get its own entry in the deployment script. Confirm that its behavior is present in the related object and test that object with representative data. Reference: CVT-121"
PACKAGE_STATE,CONTOSO.PKG_ERROR.__state__,FUNCTION,contoso.pkg_error$e_child_record_found(),Converted,no,
PACKAGE_STATE,CONTOSO.PKG_ERROR.__state__,FUNCTION,contoso.pkg_error$e_dup_val_on_index(),Converted,no,
PACKAGE_STATE,CONTOSO.PKG_ERROR.__state__,FUNCTION,contoso.pkg_error$e_not_null_violated(),Converted,no,
PACKAGE_STATE,CONTOSO.PKG_ERROR.__state__,FUNCTION,contoso.pkg_error$e_parent_key_missing(),Converted,no,
PACKAGE_STATE,CONTOSO.PKG_ERROR.__state__,FUNCTION,contoso.pkg_error$e_resource_busy(),Converted,no,
PACKAGE_STATE,CONTOSO.PKG_ERROR.__state__,FUNCTION,contoso.pkg_error$e_value_too_large(),Converted,no,
FUNCTION,CONTOSO.PKG_ERROR.classify_sqlcode,FUNCTION,contoso.pkg_error$classify_sqlcode(),Converted,no,
PROCEDURE,CONTOSO.PKG_ERROR.log_and_reraise,FUNCTION,contoso.pkg_error$log_and_reraise(),Converted,yes,
PROCEDURE,CONTOSO.PKG_ERROR.log_error,FUNCTION,contoso.pkg_error$log_error(),Converted,yes,
PACKAGE_BODY,CONTOSO.PKG_ETL_EXPORT,PACKAGE_BODY,contoso.pkg_etl_export,Not-Converted,yes,"Verify that the functionality is present. Deployable Azure PostgreSQL code could not be generated for this object, and it has no separate entry in the deployment script. Check whether the related object contains its functionality; if it does not, implement the missing Azure PostgreSQL behavior, test it, and deploy it separately. Reference: CVT-124"
PACKAGE_STATE,CONTOSO.PKG_ETL_EXPORT.__state__,FUNCTION,contoso.pkg_etl_export$e_directory_missing(),Not-Converted,yes,"Review and correct the generated code. Best-effort Azure PostgreSQL code was generated, but it is not included in the deployment script and its behavior is unverified. Compare it with the source, correct it, and test it before deploying separately. Reference: CVT-366"
PACKAGE_STATE,CONTOSO.PKG_ETL_EXPORT.__state__,FUNCTION,contoso.pkg_etl_export$g_directory(),Not-Converted,yes,"Review and correct the generated code. Best-effort Azure PostgreSQL code was generated, but it is not included in the deployment script and its behavior is unverified. Compare it with the source, correct it, and test it before deploying separately. Reference: CVT-366"
FUNCTION,CONTOSO.PKG_ETL_EXPORT.build_order_document,FUNCTION,contoso.pkg_etl_export$build_order_document(),Not-Converted,yes,"Review and correct the generated code. Best-effort Azure PostgreSQL code was generated, but it is not included in the deployment script and its behavior is unverified. Compare it with the source, correct it, and test it before deploying separately. Reference: CVT-366"
PROCEDURE,CONTOSO.PKG_ETL_EXPORT.dump_to_output,FUNCTION,contoso.pkg_etl_export$dump_to_output(),Not-Converted,yes,"Review and correct the generated code. Best-effort Azure PostgreSQL code was generated, but it is not included in the deployment script and its behavior is unverified. Compare it with the source, correct it, and test it before deploying separately. Reference: CVT-366"
PROCEDURE,CONTOSO.PKG_ETL_EXPORT.write_sales_extract,FUNCTION,contoso.pkg_etl_export$write_sales_extract(),Not-Converted,yes,"Review and correct the generated code. Best-effort Azure PostgreSQL code was generated, but it is not included in the deployment script and its behavior is unverified. Compare it with the source, correct it, and test it before deploying separately. Reference: CVT-366"
PACKAGE_BODY,CONTOSO.PKG_FINANCE_GL,PACKAGE_BODY,contoso.pkg_finance_gl,Not-Converted,yes,"Verify that the functionality is present. Deployable Azure PostgreSQL code could not be generated for this object, and it has no separate entry in the deployment script. Check whether the related object contains its functionality; if it does not, implement the missing Azure PostgreSQL behavior, test it, and deploy it separately. Reference: CVT-124"
PACKAGE_STATE,CONTOSO.PKG_FINANCE_GL.__state__,FUNCTION,contoso.pkg_finance_gl$e_period_closed(),Not-Converted,yes,"Review and correct the generated code. Best-effort Azure PostgreSQL code was generated, but it is not included in the deployment script and its behavior is unverified. Compare it with the source, correct it, and test it before deploying separately. Reference: CVT-366"
